-5.000000E-01, -0.717739
-4.999800E-01, -0.548894
-4.999600E-01, -0.613216
-4.999400E-01, -0.613216
-4.999200E-01, -0.613216
-4.999000E-01, -0.573015
-4.998800E-01, -0.613216
-4.998600E-01, -0.613216
-4.998400E-01, -0.613216
-4.998200E-01, -0.613216
-4.998000E-01, 0.166683
-4.997800E-01, 0.440050
-4.997600E-01, 0.512412
-4.997400E-01, 0.255126
-4.997200E-01, 0.206884
-4.997000E-01, 0.231005
-4.996800E-01, 0.214925
-4.996600E-01, 0.367688
-4.996400E-01, 0.568693
-4.996200E-01, 0.793819
-4.996000E-01, 0.729497
-4.995800E-01, 0.512412
-4.995600E-01, 0.335528
-4.995400E-01, 0.279246
-4.995200E-01, 0.295327
-4.995000E-01, 0.440050
-4.994800E-01, 0.367688
-4.994600E-01, 0.327487
-4.994400E-01, 0.407889
-4.994200E-01, 0.182764
-4.994000E-01, 0.190804
-4.993800E-01, 0.231005
-4.993600E-01, 0.214925
-4.993400E-01, 0.263166
-4.993200E-01, 0.190804
-4.993000E-01, 0.190804
-4.992800E-01, 0.206884
-4.992600E-01, 0.222965
-4.992400E-01, 0.279246
-4.992200E-01, 0.295327
-4.992000E-01, 0.247085
-4.991800E-01, 0.166683
-4.991600E-01, 0.150603
-4.991400E-01, 0.174724
-4.991200E-01, 0.327487
-4.991000E-01, 0.247085
-4.990800E-01, 0.174724
-4.990600E-01, 0.206884
-4.990400E-01, 0.351608
-4.990200E-01, 0.231005
-4.990000E-01, 0.464171
-4.989800E-01, 0.520452
-4.989600E-01, 0.512412
-4.989400E-01, 0.560653
-4.989200E-01, 0.600854
-4.989000E-01, 0.472211
-4.988800E-01, 0.496332
-4.988600E-01, 0.464171
-4.988400E-01, 0.375729
-4.988200E-01, 0.375729
-4.988000E-01, 0.351608
-4.987800E-01, 0.440050
-4.987600E-01, 0.713417
-4.987400E-01, 0.850101
-4.987200E-01, 0.560653
-4.987000E-01, 0.472211
-4.986800E-01, 0.584774
-4.986600E-01, 0.817940
-4.986400E-01, 0.882261
-4.986200E-01, 1.026985
-4.986000E-01, 0.866181
-4.985800E-01, 0.737538
-4.985600E-01, 0.641055
-4.985400E-01, 0.520452
-4.985200E-01, 0.641055
-4.985000E-01, 0.793819
-4.984800E-01, 0.737538
-4.984600E-01, 0.600854
-4.984400E-01, 0.641055
-4.984200E-01, 0.809899
-4.984000E-01, 0.914422
-4.983800E-01, 0.890302
-4.983600E-01, 0.769698
-4.983400E-01, 0.906382
-4.983200E-01, 1.035025
-4.983000E-01, 1.043065
-4.982800E-01, 1.051106
-4.982600E-01, 1.051106
-4.982400E-01, 1.051106
-4.982200E-01, 1.051106
-4.982000E-01, 1.051106
-4.981800E-01, 1.051106
-4.981600E-01, 1.051106
-4.981400E-01, 1.051106
-4.981200E-01, 1.051106
-4.981000E-01, 1.051106
-4.980800E-01, 1.051106
-4.980600E-01, 1.051106
-4.980400E-01, 1.051106
-4.980200E-01, 1.051106
-4.980000E-01, 1.043065
-4.979800E-01, 1.043065
-4.979600E-01, 1.051106
-4.979400E-01, 1.051106
-4.979200E-01, 1.051106
-4.979000E-01, 1.051106
-4.978800E-01, 1.026985
-4.978600E-01, 1.051106
